Freq.	V(n004	V(n005
1.00000000000000e+03, 3.33413075150872e+01, -1.06350119830889e+02
1.01109090909091e+06, 4.36159395946291e+01, 1.79542567982228e+02
2.02118181818182e+06, 4.36147303119843e+01, 1.78819912906495e+02
3.03127272727273e+06, 4.36126707080868e+01, 1.78156527098181e+02
4.04136363636364e+06, 4.36097832102283e+01, 1.77508228569037e+02
5.05145454545454e+06, 4.36060720308693e+01, 1.76866256204940e+02
6.06154545454545e+06, 4.36015398527124e+01, 1.76227756875362e+02
7.07163636363636e+06, 4.35961893766457e+01, 1.75591565603363e+02
8.08172727272727e+06, 4.35900236139022e+01, 1.74957150131469e+02
9.09181818181818e+06, 4.35830459615764e+01, 1.74324258960435e+02
1.01019090909091e+07, 4.35752602239706e+01, 1.73692780480442e+02
1.11120000000000e+07, 4.35666706165933e+01, 1.73062678876988e+02
1.21220909090909e+07, 4.35572817633809e+01, 1.72433962031634e+02
1.31321818181818e+07, 4.35470986907382e+01, 1.71806664192635e+02
1.41422727272727e+07, 4.35361268197953e+01, 1.71180836032781e+02
1.51523636363636e+07, 4.35243719574911e+01, 1.70556538649006e+02
1.61624545454545e+07, 4.35118402867815e+01, 1.69933839781083e+02
1.71725454545455e+07, 4.34985383561380e+01, 1.69312811337386e+02
1.81826363636364e+07, 4.34844730684403e+01, 1.68693527721110e+02
1.91927272727273e+07, 4.34696516693392e+01, 1.68076064663687e+02
2.02028181818182e+07, 4.34540817351485e+01, 1.67460498389462e+02
2.12129090909091e+07, 4.34377711603201e+01, 1.66846905002777e+02
2.22230000000000e+07, 4.34207281445506e+01, 1.66235360028168e+02
2.32330909090909e+07, 4.34029611795648e+01, 1.65625938058546e+02
2.42431818181818e+07, 4.33844790356231e+01, 1.65018712481240e+02
2.52532727272727e+07, 4.33652907477940e+01, 1.64413755261445e+02
2.62633636363636e+07, 4.33454056020368e+01, 1.63811136768887e+02
2.72734545454545e+07, 4.33248331211355e+01, 1.63210925637731e+02
2.82835454545455e+07, 4.33035830505251e+01, 1.62613188652563e+02
2.92936363636364e+07, 4.32816653440508e+01, 1.62017990655258e+02
3.03037272727273e+07, 4.32590901496985e+01, 1.61425394468896e+02
3.13138181818182e+07, 4.32358677953354e+01, 1.60835460835844e+02
3.23239090909091e+07, 4.32120087744955e+01, 1.60248248367827e+02
3.33340000000000e+07, 4.31875237322469e+01, 1.59663813506294e+02
3.43440909090909e+07, 4.31624234511728e+01, 1.59082210491761e+02
3.53541818181818e+07, 4.31367188374984e+01, 1.58503491341068e+02
3.63642727272727e+07, 4.31104209073940e+01, 1.57927705831701e+02
3.73743636363636e+07, 4.30835407734830e+01, 1.57354901492462e+02
3.83844545454545e+07, 4.30560896315798e+01, 1.56785123599899e+02
3.93945454545455e+07, 4.30280787476834e+01, 1.56218415179989e+02
4.04046363636364e+07, 4.29995194452497e+01, 1.55654817014618e+02
4.14147272727273e+07, 4.29704230927617e+01, 1.55094367652482e+02
4.24248181818182e+07, 4.29408010916183e+01, 1.54537103424044e+02
4.34349090909091e+07, 4.29106648643575e+01, 1.53983058460234e+02
4.44450000000000e+07, 4.28800258432297e+01, 1.53432264714593e+02
4.54550909090909e+07, 4.28488954591342e+01, 1.52884751988587e+02
4.64651818181818e+07, 4.28172851309303e+01, 1.52340547959835e+02
4.74752727272727e+07, 4.27852062551328e+01, 1.51799678213007e+02
4.84853636363636e+07, 4.27526701960004e+01, 1.51262166273167e+02
4.94954545454545e+07, 4.27196882760224e+01, 1.50728033641327e+02
5.05055454545455e+07, 4.26862717668090e+01, 1.50197299832028e+02
5.15156363636364e+07, 4.26524318803887e+01, 1.49669982412719e+02
5.25257272727273e+07, 4.26181797609144e+01, 1.49146097044771e+02
5.35358181818182e+07, 4.25835264767784e+01, 1.48625657525918e+02
5.45459090909091e+07, 4.25484830131357e+01, 1.48108675833974e+02
5.55560000000000e+07, 4.25130602648336e+01, 1.47595162171636e+02
5.65660909090909e+07, 4.24772690297445e+01, 1.47085125012230e+02
5.75761818181818e+07, 4.24411200024973e+01, 1.46578571146240e+02
5.85862727272727e+07, 4.24046237686024e+01, 1.46075505728478e+02
5.95963636363636e+07, 4.23677907989646e+01, 1.45575932325749e+02
6.06064545454545e+07, 4.23306314447763e+01, 1.45079852964900e+02
6.16165454545455e+07, 4.22931559327838e+01, 1.44587268181098e+02
6.26266363636364e+07, 4.22553743609186e+01, 1.44098177066256e+02
6.36367272727273e+07, 4.22172966942843e+01, 1.43612577317468e+02
6.46468181818182e+07, 4.21789327614905e+01, 1.43130465285364e+02
6.56569090909091e+07, 4.21402922513225e+01, 1.42651836022285e+02
6.66670000000000e+07, 4.21013847097392e+01, 1.42176683330191e+02
6.76770909090909e+07, 4.20622195371851e+01, 1.41704999808209e+02
6.86871818181818e+07, 4.20228059862092e+01, 1.41236776899760e+02
6.96972727272727e+07, 4.19831531593774e+01, 1.40772004939171e+02
7.07073636363636e+07, 4.19432700074686e+01, 1.40310673197723e+02
7.17174545454545e+07, 4.19031653279428e+01, 1.39852769929079e+02
7.27275454545455e+07, 4.18628477636697e+01, 1.39398282414012e+02
7.37376363636364e+07, 4.18223258019077e+01, 1.38947197004412e+02
7.47477272727273e+07, 4.17816077735202e+01, 1.38499499166511e+02
7.57578181818182e+07, 4.17407018524207e+01, 1.38055173523292e+02
7.67679090909091e+07, 4.16996160552325e+01, 1.37614203896045e+02
7.77780000000000e+07, 4.16583582411546e+01, 1.37176573345038e+02
7.87880909090909e+07, 4.16169361120224e+01, 1.36742264209286e+02
7.97981818181818e+07, 4.15753572125520e+01, 1.36311258145380e+02
8.08082727272727e+07, 4.15336289307581e+01, 1.35883536165370e+02
8.18183636363636e+07, 4.14917584985355e+01, 1.35459078673684e+02
8.28284545454545e+07, 4.14497529923948e+01, 1.35037865503063e+02
8.38385454545455e+07, 4.14076193343413e+01, 1.34619875949523e+02
8.48486363636364e+07, 4.13653642928893e+01, 1.34205088806306e+02
8.58587272727273e+07, 4.13229944842012e+01, 1.33793482396857e+02
8.68688181818182e+07, 4.12805163733444e+01, 1.33385034606792e+02
8.78789090909091e+07, 4.12379362756551e+01, 1.32979722914875e+02
8.88890000000000e+07, 4.11952603582036e+01, 1.32577524423013e+02
8.98990909090909e+07, 4.11524946413511e+01, 1.32178415885256e+02
9.09091818181818e+07, 4.11096450003903e+01, 1.31782373735830e+02
9.19192727272727e+07, 4.10667171672648e+01, 1.31389374116205e+02
9.29293636363636e+07, 4.10237167323575e+01, 1.30999392901199e+02
9.39394545454545e+07, 4.09806491463432e+01, 1.30612405724153e+02
9.49495454545455e+07, 4.09375197220975e+01, 1.30228388001162e+02
9.59596363636364e+07, 4.08943336366580e+01, 1.29847314954406e+02
9.69697272727273e+07, 4.08510959332296e+01, 1.29469161634576e+02
9.79798181818182e+07, 4.08078115232297e+01, 1.29093902942418e+02
9.89899090909091e+07, 4.07644851883684e+01, 1.28721513649413e+02
1.00000000000000e+08, 4.07211215827568e+01, 1.28351968417618e+02
