#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-12-03 00:26:04.655
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.52387 V
#Offset: 2.0171e-05 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.53977 V
#Offset: -0.000132272 V
#Attenuation: 1 X
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 10 kHz
#Period: 100 us
#Amplitude: 15 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz)	Trace 1 (dBV)	Phase (deg)	Trace 2 (dBV)	Phase (deg)
0	-50.56348480596053	180	-78.0580995125095	180
4.8828125	-50.20273397202225	5.301001742659473	-78.72461930839344	-3.823911174420068
9.765625	-52.15633852484064	-175.3814397940368	-84.11368138321814	169.7037450001881
14.6484375	-57.37310665910834	-1.461281430472706	-92.39057438218001	-125.1360355099583
19.53125	-58.96961538009382	162.4547681090157	-85.14879761431202	26.91334407774817
24.4140625	-58.12032573823583	-27.31977232323732	-85.09179170091983	-156.0405234447657
29.296875	-59.35289866349945	148.226789192996	-87.31663282909359	21.31664425259634
34.1796875	-60.80390221276439	-34.74306547355989	-91.70861460044486	-169.7153784479337
39.0625	-62.55782966752686	147.4877882193885	-100.4196395793247	-21.33383533678368
43.9453125	-64.91424782385694	-36.68730271430206	-106.4112136988398	61.96511853494582
48.828125	-65.9782882377048	114.2270369450022	-108.2627552154534	-111.3280915120492
53.7109375	-67.16497418792548	-99.8421845762869	-103.6203411662427	-43.4654220027497
58.59375	-69.96901774472302	43.7323910730227	-93.18736725622591	111.8786377594628
63.4765625	-70.15795793249961	-179.5434840724362	-90.3088347880504	-88.29165439559557
68.359375	-67.49056595328946	-45.13483083177613	-87.80087690113952	85.15579072274372
73.2421875	-63.19443935253581	85.65299560854686	-85.78844584724985	-93.91265594317089
78.125	-60.6769761011407	-118.9234821110868	-84.54002919181279	84.95074488072709
83.0078125	-61.64810459986292	42.99801876432386	-83.64074190753756	-99.18266623460994
87.890625	-61.77430050654738	-166.8096046745876	-83.62345715815462	78.00888404663894
92.7734375	-60.68354730726202	-20.16227001195838	-84.69324692496407	-107.1032512174772
97.65625	-60.12180414570242	133.6797294212276	-87.51451345549329	62.93776927753343
102.5390625	-60.593510624342	-49.96463015506556	-95.125699852629	-113.092075104821
107.421875	-62.53256396707378	135.0054265620181	-103.9792663915598	-165.8945339204035
112.3046875	-68.24512060318008	-31.8781009741975	-94.97260533572215	23.37971886510224
117.1875	-71.03387872850979	-153.8221767356302	-92.17432735635452	-170.327595105661
122.0703125	-67.00861327789012	12.43723175236972	-96.82842728836181	21.03157793758598
126.953125	-62.13881545794159	173.1057825707703	-100.9243931203582	-60.02775781599345
131.8359375	-60.18550407932135	-12.05923376463186	-94.78339212784851	148.9525689514268
136.71875	-60.22184541295162	158.0337627674621	-94.99040955549818	-8.738165693810378
141.6015625	-62.09816312692489	-35.47902300613841	-96.78672697245918	-130.1747388520198
146.484375	-71.43616300961887	138.0057054574323	-92.90744763891746	84.86257666002483
151.3671875	-71.10938406130886	100.2599592593493	-89.2425902523353	-82.80509414087808
156.25	-65.60199611923947	-97.13197722012175	-88.15995524424302	111.6357773213852
161.1328125	-65.05656445714429	72.80989725418456	-93.31572816061318	-58.83568734974045
166.015625	-68.11141806255849	-92.71492699183284	-107.7364832733416	-44.87213043829186
170.8984375	-69.83556545747513	108.4593784097946	-95.43225630527851	121.6093770475611
175.78125	-69.70221639231266	-71.14997179742272	-88.54934878215843	-56.57630533674028
180.6640625	-70.88895494057479	118.8691784651056	-83.75723849072369	127.916444098661
185.546875	-69.23042863006795	-73.16446046880695	-82.68919172659767	-50.22250090068688
190.4296875	-67.3357736427612	87.6344227301913	-82.90102266130722	128.5653796845575
195.3125	-71.56421785997372	-78.04724746704861	-83.79969084466305	-56.66912392920057
200.1953125	-71.15452615482484	145.5563597365951	-87.25285249639924	107.4223312009685
205.078125	-73.4625045892105	-41.14821474134713	-90.09904513517057	-106.64445274386
209.9609375	-88.07547020341357	-109.5952251571482	-91.78671794057045	44.60437893439134
214.84375	-73.06182042820078	116.3955115558054	-90.5931510249552	146.4720688866823
219.7265625	-68.35210516244639	-51.39806687012176	-85.29962432272767	-61.05183922668832
224.609375	-67.76985804645167	122.1606011550557	-83.61121473013822	105.3784782566107
229.4921875	-74.79687017694837	-78.14131151534643	-80.70110267149676	-79.1064766372005
234.375	-74.20770678067225	-40.97275438030566	-78.76644319032783	108.9094062134857
239.2578125	-70.76175813021337	152.2120160056599	-79.23701530340718	-70.20153086774754
244.140625	-68.17456255583592	32.92612034797894	-81.00919167200205	93.96584297618341
249.0234375	-64.63327161773017	-128.523412218073	-82.69976317509739	-97.39550386081376
253.90625	-63.8991396940192	54.71109052846402	-86.17709535018116	49.06979234659093
258.7890625	-62.71157694458243	-127.8939511899355	-82.93747427512514	173.55985530676
263.671875	-62.37998502418898	34.96888616970044	-81.29617384879711	-17.2044755885844
268.5546875	-62.80905510057912	-174.2474187423046	-81.9937495765422	157.2862752892464
273.4375	-63.56168549268141	-3.767727842299095	-82.70337758748047	-33.43008536876842
278.3203125	-63.50938618399343	-162.0230077124512	-83.64751668244531	150.7431337390358
283.203125	-63.97382994804647	30.53923823183339	-84.580808105777	-14.03193947878857
288.0859375	-69.76265512993763	-155.8579593117239	-85.74687810163746	-165.8865375808714
292.96875	-75.87485006138381	55.6816515451734	-82.74167348674101	42.19500761837182
297.8515625	-68.57231309661744	-72.04973961744444	-79.56578634318198	-141.3732949401147
302.734375	-63.97144506103256	131.5216508814086	-78.10806257503484	34.55451250885351
307.6171875	-61.33455880623492	-49.41219910788536	-78.76859182856776	-149.8337418179074
312.5	-60.15136324123198	108.4252167818558	-80.70841305270001	13.15594354332752
317.3828125	-60.11771390422556	-89.16075074929029	-85.6017424308085	-175.2540079439676
322.265625	-61.34207413408353	75.69743509032411	-95.17487125877432	83.4936374279479
327.1484375	-61.62996106170628	-126.2729808151345	-87.50294235858364	-60.38073981294808
332.03125	-64.01860532172967	32.94923949784075	-84.22060657220358	121.2788274688393
336.9140625	-69.40649185312957	177.2284164229107	-83.08163534172084	-64.18753010204696
341.796875	-69.24487383997122	-29.29301069572039	-84.70063171017847	101.4819176709267
346.6796875	-64.54393433975744	133.7511718018085	-90.35392211423584	-74.1945926026258
351.5625	-62.80543974151777	-48.58983990592311	-93.7745490336568	169.7296552167451
356.4453125	-64.64153421164858	152.8231234623043	-92.83898975455445	22.58740700614221
361.328125	-68.17698403950664	-10.64624387220877	-94.80798047323978	-129.7537852020537
366.2109375	-79.58422977855007	-125.6079573889137	-103.4669231467277	6.545696956625517
371.09375	-71.6308020502333	98.58368182340597	-91.21981701469912	93.07208814940894
375.9765625	-72.92596254422115	-93.30755521891588	-85.96112902730528	-97.99971409463552
380.859375	-84.2303054439442	-102.3286882736291	-83.44634148301878	78.56817696062969
385.7421875	-65.16905341241345	80.09675433647372	-82.47848296359624	-107.7455426596864
390.625	-59.77139544320045	-108.0950812768309	-84.21176142975922	63.49889925928527
395.5078125	-57.80370332961094	62.42147990935253	-90.03338943207868	-129.8164047862182
400.390625	-57.7534469365845	-126.7402086915705	-99.46749672645998	-1.755171252564606
405.2734375	-59.624761699143	45.73316095186825	-103.9342709078076	54.02866657858598
410.15625	-63.15508819836899	-141.691349093884	-92.56935677930426	158.8552860930605
415.0390625	-65.82744612396964	32.16296797454662	-88.5646920072824	-47.87575728625337
419.921875	-68.2417202673989	-122.9863590528425	-86.33628274329186	107.8849321776582
424.8046875	-66.82963385360806	91.62627500451606	-83.65016577808122	-82.75571996016212
429.6875	-65.43769246051285	-65.93232673199542	-82.63142448120261	91.0065105353456
434.5703125	-64.75352513641272	144.7213493716234	-83.15548732744908	-98.8108214419521
439.453125	-66.61968113775407	-15.6670386384509	-84.51205092160762	75.70426122201992
444.3359375	-73.82913890222764	167.635561868592	-87.19248924684452	-106.7163211015639
449.21875	-77.79374607125847	163.6897500442592	-92.54255541688978	65.36197974858757
454.1015625	-64.76004955557268	-5.600812304485222	-107.3394268806192	-156.5925593196969
458.984375	-60.802762864114	-170.6271536536489	-118.0350324242052	-107.4626419789856
463.8671875	-62.17774351694097	26.59365781570465	-101.7090539805409	-46.0532928735664
468.75	-65.12721027281768	-124.2302840318162	-98.00061008457314	139.1934774419286
473.6328125	-64.46743706690707	78.98638631390399	-98.74016242512661	-63.05484089630162
478.515625	-62.61618980969649	-85.72559831862768	-102.4976298331533	34.03915025102354
483.3984375	-62.03003186657892	91.60644745483731	-93.92023003714102	147.3042320423706
488.28125	-64.15143793161504	-119.0882071903349	-90.44997871724084	-41.10633508358539
493.1640625	-62.84356825362125	23.6531270248266	-88.11080619226601	137.1724702304518
498.046875	-60.62833699204116	-165.4635308291572	-87.52142155509114	-48.6210702346223
502.9296875	-60.27403314064241	6.309209689833836	-90.49760116314887	113.6860029343329
507.8125	-60.92135115247529	174.1916864552101	-90.39014694593939	-96.68006774029385
512.6953125	-63.69772975069529	-22.73180320737626	-88.17306275705403	80.24488962282911
517.578125	-67.93733067308038	93.15943538610695	-87.3143258636368	-109.0202141545143
522.4609375	-62.81151794420444	-132.86748679533	-86.48193469317457	58.39184182569447
527.34375	-61.17476180123118	22.59300552808472	-89.8684154298943	-119.9169981174823
532.2265625	-60.41161861823272	163.1538793951687	-110.3261805212811	124.9046250391272
537.109375	-58.90772103621063	-50.7808766194866	-92.32511245734349	46.49769986538602
541.9921875	-57.25131993417496	112.8716329336414	-88.16664022642865	-132.9560682853026
546.875	-56.96115448058475	-75.40253394445287	-87.89713423453856	46.93547408674391
551.7578125	-58.37196497138287	93.42068104290543	-88.49153272280131	-142.7269661443523
556.640625	-60.90866481525666	-90.53468370717299	-90.532458673138	29.33170080301173
561.5234375	-64.41829046937296	97.84237549767157	-97.04191561575087	-149.8818999113011
566.40625	-66.8800286975099	-71.70006460950812	-96.05752357354584	48.30113033044257
